symbol;nazwa;opisObejmujeNieobejmuje;id;opis
20.41.Z;Produkcja mydła i detergentów, środków myjących i czyszczących;20.41.Z Podklasa ta obejmuje: produkcję substancji organicznych powierzchniowo czynnych, produkcję papieru, waty, filcu itp. powleczonych lub pokrytych mydłem lub detergentem, produkcję surowej gliceryny, produkcję mydła, z wyłączeniem mydła kosmetycznego, produkcję preparatów powierzchniowo czynnych: proszków do prania i detergentów w formie stałej i płynnej, środków do mycia naczyń, środków zmiękczających do tkanin, produkcję środków czyszczących i polerujących: preparatów zapachowych i odwaniających stosowanych w pomieszczeniach, sztucznego wosku i preparatów woskowych, środków polerujących i past do skóry, środków polerujących i past do drewna, środków polerujących do nadwozi samochodowych, szkła i metali, proszków i past do czyszczenia, włączając papier, watę i podobne wyroby powleczone lub pokryte tymi środkami. Podklasa ta nie obejmuje: produkcji związków chemicznych, sklasyfikowanej w 20.13.Z, 20.14.Z, produkcji gliceryny, syntetyzowanej z produktów naftowych, sklasyfikowanej w 20.14.Z, produkcji mydła kosmetycznego, sklasyfikowanej w 20.42.Z.;358;Produkcja mydła i detergentów, środków myjących i czyszczących
20.42;Produkcja wyrobów kosmetycznych i toaletowych;;359;Produkcja wyrobów kosmetycznych i toaletowych
20.42.Z;Produkcja wyrobów kosmetycznych i toaletowych;20.42.Z Podklasa ta obejmuje produkcję wyrobów kosmetycznych i toaletowych, takich jak: perfumy i wody toaletowe, środki upiększające i do makijażu, preparaty chroniące przed oparzeniami słonecznymi oraz środki do opalania, preparaty do manicure i pedicure, szampony, lakiery do włosów, preparaty do ondulacji i wzmacniania włosów, środki do czyszczenia zębów i higieny jamy ustnej, włącznie ze środkami do protez zębowych, środki do golenia, włączając środki stosowane przed i po goleniu, dezodoranty, sole do kąpieli, preparaty do depilacji, mydło kosmetyczne. Podklasa ta nie obejmuje: produkcji i rafinacji naturalnych olejków eterycznych, sklasyfikowanych w 20.53.Z.;360;Produkcja wyrobów kosmetycznych i toaletowych
20.51;Produkcja materiałów wybuchowych;;362;Produkcja materiałów wybuchowych
20.51.Z;Produkcja materiałów wybuchowych;20.51.Z Podklasa ta obejmuje: produkcję prochu strzelniczego, produkcję materiałów wybuchowych i pirotechnicznych, włączając spłonki nabojowe, detonatory, sygnalizatory, rakiety świetlne itp., produkcję zapałek.;363;Produkcja materiałów wybuchowych
20.52;Produkcja klejów;;364;Produkcja klejów
20.52.Z;Produkcja klejów;20.52.Z Podklasa ta obejmuje: produkcję klejów i wyrobów klejących, włączając kleje i wyroby klejowe oparte na kauczuku. Podklasa ta nie obejmuje: produkcji żelatyny i jej pochodnych, sklasyfikowanej w 20.59.Z.;365;Produkcja klejów
20.53;Produkcja olejków eterycznych;;366;Produkcja olejków eterycznych
20.53.Z;Produkcja olejków eterycznych;20.53.Z Podklasa ta obejmuje: produkcję ekstraktów naturalnych środków aromatycznych, produkcję olejków żywicznych, produkcję aromatyzowanej wody destylowanej, produkcję mieszanek substancji zapachowych do produkcji perfum lub żywności. Podklasa ta nie obejmuje: produkcji syntetycznych aromatów, sklasyfikowanej w 20.14.Z, produkcji perfum i preparatów toaletowych, sklasyfikowanej w 20.42.Z.;367;Produkcja olejków eterycznych
20.59;Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana;;368;Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana
20.59.Z;Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana;20.59.Z Podklasa ta obejmuje: produkcję płyt i błon fotograficznych, papieru światłoczułego i pozostałych nienaświetlonych materiałów światłoczułych, produkcję wyrobów chemicznych do zastosowań fotograficznych, produkcję żelatyny i jej pochodnych, produkcję pozostałych wyrobów chemicznych, takich jak: peptony, pochodne peptonów, pozostałe substancje proteinowe i ich pochodne, gdzie indziej niesklasyfikowane, chemicznie modyfikowane oleje i tłuszcze, materiały chemiczne wykorzystywane przy wykończaniu tekstyliów i skóry, proszki i pasty wykorzystywane do lutowania miękkiego i twardego oraz spawania, preparaty wykorzystywane do wytrawiania powierzchni metali, gotowe dodatki do cementu, węgiel aktywny, dodatki do olejów smarowych, gotowe przyspieszacze wulkanizacji, katalizatory i pozostałe produkty chemiczne do zastosowań przemysłowych, środki przeciwstukowe, środki zapobiegające zamarzaniu, roztwory do układów hydraulicznych, złożone odczynniki laboratoryjne i diagnostyczne, biopaliwa, produkcję atramentów i tuszy. Podklasa ta nie obejmuje: produkcji wody destylowanej, sklasyfikowanej w 20.13.Z, produkcji pozostałych podstawowych chemikaliów organicznych, sklasyfikowanej w 20.14.Z, produkcji związków chemicznych, luzem, sklasyfikowanej w 20.13.Z, 20.14.Z, produkcji farb drukarskich, sklasyfikowanej w 20.30.Z, produkcji spoiw na bazie asfaltu, sklasyfikowanej w 23.99.Z.;369;Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana
20.60;Produkcja włókien chemicznych;;371;Produkcja włókien chemicznych
20.60.Z;Produkcja włókien chemicznych;20.60.Z Podklasa ta obejmuje: produkcję sztucznych lub syntetycznych włókien ciągłych, produkcję sztucznych lub syntetycznych włókien ciętych niezgrzeblonych, nieczesanych lub poddawanych innym procesom przędzenia, produkcję sztucznej lub syntetycznej przędzy pojedynczej, włączając przędze o wysokiej wytrzymałości, produkcję sztucznych lub syntetycznych włókien pojedynczych lub pasm. Podklasa ta nie obejmuje: przędzenia włókien sztucznych lub syntetycznych oraz produkcji przędzy ze sztucznych włókien ciętych, sklasyfikowanych w 13.10.C.;372;Produkcja włókien chemicznych
21.10;Produkcja podstawowych substancji farmaceutycznych;;375;Produkcja podstawowych substancji farmaceutycznych
21.10.Z;Produkcja podstawowych substancji farmaceutycznych;21.10.Z Podklasa ta obejmuje: produkcję aktywnych medycznie substancji wykorzystywanych w produkcji medykamentów: antybiotyków, podstawowych witamin, kwasu salicylowego, aspiryny itp., przetwarzanie krwi, produkcję chemicznie czystych cukrów, przetwarzanie gruczołów, produkcję ekstraktów z gruczołów.;376;Produkcja podstawowych substancji farmaceutycznych
21.20;Produkcja leków i pozostałych wyrobów farmaceutycznych;;378;Produkcja leków i pozostałych wyrobów farmaceutycznych
21.20.Z;Produkcja leków i pozostałych wyrobów farmaceutycznych;21.20.Z Podklasa ta obejmuje: produkcję medykamentów, takich jak: różne frakcje krwi, włączając frakcje zawierające przeciwciała, szczepionki, leki, włączając preparaty homeopatyczne, produkcję chemicznych środków antykoncepcyjnych do użycia zewnętrznego i środków antykoncepcyjnych opartych na hormonach, produkcję medycznych preparatów diagnostycznych, włączając testy ciążowe, produkcję radioaktywnych substancji diagnostycznych w żywym organizmie (ustroju), produkcję substancji farmaceutycznych w procesach biotechnologicznych, produkcję impregnowanej lub powlekanej substancjami leczniczymi waty, gazy, bandaży, opatrunków itp., przygotowanie produktów roślinnych (kruszenie, sortowanie, mielenie) dla zastosowań farmaceutycznych. Podklasa ta nie obejmuje: produkcji herbat ziołowych (mięty, werbeny, rumianku itp.), sklasyfikowanej w 10.83.Z, produkcji wypełniaczy dentystycznych oraz cementu dentystycznego, sklasyfikowanej w 32.50.Z, produkcji prześcieradeł chirurgicznych, sklasyfikowanej w 32.50.Z, sprzedaży hurtowej wyrobów farmaceutycznych i medycznych, sklasyfikowanej w 46.46.Z, sprzedaży detalicznej wyrobów farmaceutycznych i medycznych, sklasyfikowanej w 47.73.Z, badań naukowych i prac rozwojowych w zakresie biotechnologii dotyczących substancji farmaceutycznych, sklasyfikowanych w 72.11.Z, pakowania wyrobów farmaceutycznych i medycznych wykonywanego na zlecenie, sklasyfikowanego w 82.92.Z.;379;Produkcja leków i pozostałych wyrobów farmaceutycznych
22.11;"Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy";;382;"Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy"
22.11.Z;"Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy";22.11.Z Podklasa ta obejmuje: produkcję opon gumowych dla pojazdów samochodowych, sprzętu, maszyn jezdnych, samolotów, zabawek, mebli i pozostałych zastosowań, takich jak: opony pneumatyczne, opony pełne i amortyzatory, produkcję dętek, produkcję wymienialnych bieżników do opon, taśm i pasów do bieżnikowania opon, osłon zabezpieczających przed chlapaniem itp., regenerację i bieżnikowanie opon. Podklasa ta nie obejmuje: produkcji materiałów do naprawy ogumienia, sklasyfikowanej w 22.19.Z, naprawy przebitego ogumienia, dopasowywania lub wymiany, sklasyfikowanej w 45.20.Z.;383;"Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy"
22.19;Produkcja pozostałych wyrobów z gumy;;384;Produkcja pozostałych wyrobów z gumy
22.21;Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych;;387;Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych
22.21.Z;Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych;"22.21.Z Podklasa ta obejmuje: produkcję półproduktów z tworzyw sztucznych, takich jak: płyty, arkusze, bloki, folie, klisze, taśmy itp. (samoprzylepne lub nie), produkcję wyrobów gotowych z tworzyw sztucznych, takich jak: tuby, rury i węże, tulejki; łączniki rur i węży, produkcję folii lub arkuszy z celofanu. Podklasa ta nie obejmuje: produkcji tworzyw sztucznych w formach podstawowych, sklasyfikowanej w 20.16.Z, produkcji wyrobów z kauczuku syntetycznego lub naturalnego, sklasyfikowanej w odpowiednich podklasach grupy 22.1.";388;Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych
22.22;Produkcja opakowań z tworzyw sztucznych;;389;Produkcja opakowań z tworzyw sztucznych
22.22.Z;Produkcja opakowań z tworzyw sztucznych;22.22.Z Podklasa ta obejmuje produkcję wyrobów z tworzyw sztucznych używanych do pakowania towarów: torebek, worków, pojemników, pudełek, skrzynek, gąsiorów, butelek itp. Podklasa ta nie obejmuje: produkcji toreb bagażowych i torebek, z tworzyw sztucznych, sklasyfikowanej w 15.12.Z.;390;Produkcja opakowań z tworzyw sztucznych
22.23;Produkcja wyrobów dla budownictwa z tworzyw sztucznych;;391;Produkcja wyrobów dla budownictwa z tworzyw sztucznych
22.23.Z;Produkcja wyrobów dla budownictwa z tworzyw sztucznych;22.23.Z Podklasa ta obejmuje: produkcję wyrobów z tworzyw sztucznych dla budownictwa, takich jak: drzwi, okna, ramy, żaluzje, zasłony, listwy przypodłogowe, zbiorniki, rezerwuary, pokrycia podłogowe, ścienne i sufitowe, zarówno w rolkach jak i w formie płytek itp., artykuły sanitarne: wanny, kabiny prysznicowe, zlewozmywaki, umywalki, sedesy, spłuczki itp., produkcję sprężystych pokryć podłogowych, takich jak: płytki winylowe, linoleum itp., produkcję sztucznych kamieni.;392;Produkcja wyrobów dla budownictwa z tworzyw sztucznych
22.29;Produkcja pozostałych wyrobów z tworzyw sztucznych;;393;Produkcja pozostałych wyrobów z tworzyw sztucznych
22.29.Z;Produkcja pozostałych wyrobów z tworzyw sztucznych;22.29.Z Podklasa ta obejmuje: produkcję artykułów kuchennych, stołowych i toaletowych, z tworzyw sztucznych, produkcję różnych wyrobów z tworzyw sztucznych: nakryć głowy, izolacji, elementów oświetleniowych, wyposażenia biur i szkół, imitacji skóry, elementów ubioru i odzieży zgrzewanej, części obuwia, okuć meblowych, statuetek, pasów napędnowych, taśm przenośnikowych, taśm samoprzylepnych, tapet, kopyt szewskich, cygarniczek, grzebieni, wałków do włosów, drobnych artykułów itp. Podklasa ta nie obejmuje: produkcji toreb podróżnych z tworzyw sztucznych, sklasyfikowanej w 15.12.Z, produkcji obuwia z tworzyw sztucznych, sklasyfikowanej w 15.20.Z, produkcji mebli z tworzyw sztucznych, sklasyfikowanej w 31.01.Z, 31.02.Z, 31.09.Z, produkcji materaców niepokrytych komórkowym tworzywem sztucznym, sklasyfikowanej w 31.03.Z, produkcji wyrobów sportowych z tworzyw sztucznych, sklasyfikowanej w 32.30.Z, produkcji gier i zabawek z tworzyw sztucznych, sklasyfikowanej w 32.40.Z, produkcji przyrządów medycznych, włączając dentystyczne, z tworzyw sztucznych, sklasyfikowanej w 32.50.Z, produkcji elementów optycznych z tworzyw sztucznych, sklasyfikowanej w 32.50.Z, produkcji kasków ochronnych i innego osobistego sprzętu ochronnego z tworzyw sztucznych, sklasyfikowanej w 32.99.Z.;394;Produkcja pozostałych wyrobów z tworzyw sztucznych
23.11;Produkcja szkła płaskiego;;397;Produkcja szkła płaskiego
23.11.Z;Produkcja szkła płaskiego;23.11.Z Podklasa ta obejmuje: produkcję szkła płaskiego, włączając tafle szklane zbrojone, kolorowe i cieniowane.;398;Produkcja szkła płaskiego
23.12;Kształtowanie i obróbka szkła płaskiego;;399;Kształtowanie i obróbka szkła płaskiego
23.12.Z;Kształtowanie i obróbka szkła płaskiego;23.12.Z Podklasa ta obejmuje: produkcję szkła płaskiego hartowanego lub warstwowego, produkcję luster i lusterek, produkcję wielościennego szkła izolacyjnego.;400;Kształtowanie i obróbka szkła płaskiego
23.13;Produkcja szkła gospodarczego;;401;Produkcja szkła gospodarczego
23.13.Z;Produkcja szkła gospodarczego;23.13.Z Podklasa ta obejmuje: produkcję butelek i pozostałych pojemników ze szkła lub kryształu, produkcję naczyń do picia i pozostałych artykułów gospodarstwa domowego ze szkła lub kryształu. Podklasa ta nie obejmuje: produkcji zabawek szklanych, sklasyfikowanej w 32.40.Z.;402;Produkcja szkła gospodarczego
23.14;Produkcja włókien szklanych;;403;Produkcja włókien szklanych
23.14.Z;Produkcja włókien szklanych;23.14.Z Podklasa ta obejmuje: produkcję włókien szklanych, włączając watę szklaną i materiały nietkane z włókien szklanych. Podklasa ta nie obejmuje: produkcji przędzy z włókien szklanych, sklasyfikowanej w 13.10.D, produkcji tkanin z włókien szklanych, sklasyfikowanej w 13.20.D, produkcji optycznych przewodów i kabli do transmisji danych i obrazów, sklasyfikowanej w 27.31.Z.;404;Produkcja włókien szklanych
23.19;Produkcja i obróbka pozostałego szkła, włączając szkło techniczne;;405;Produkcja i obróbka pozostałego szkła, włączając szkło techniczne
23.19.Z;Produkcja i obróbka pozostałego szkła, włączając szkło techniczne;23.19.Z Podklasa ta obejmuje: produkcję szklanych wyrobów laboratoryjnych, higienicznych i farmaceutycznych, produkcję szkieł do zegarów i zegarków, szkieł okularowych i elementów optycznych niewykorzystywanych w optyce, produkcję szklanej sztucznej biżuterii, produkcję izolatorów szklanych i szklanego osprzętu izolującego, produkcję szklanych kloszy do lamp, produkcję szklanych figurek, produkcję bloków szklanych do układania powierzchni, produkcję szkła w postaci prętów, rurek i tub. Podklasa ta nie obejmuje: produkcji elementów optycznych wykorzystywanych w optyce, sklasyfikowanej w 26.70.Z, produkcji strzykawek i pozostałego medycznego sprzętu laboratoryjnego, sklasyfikowanej w 32.50.Z.;406;Produkcja i obróbka pozostałego szkła, włączając szkło techniczne
23.20;Produkcja wyrobów ogniotrwałych;;408;Produkcja wyrobów ogniotrwałych
23.20.Z;Produkcja wyrobów ogniotrwałych;23.20.Z Podklasa ta obejmuje produkcję produktów pośrednich z surowców niemetalicznych (np. z piasku, żwiru, kamieni lub gliny). Podklasa ta obejmuje: produkcję ogniotrwałych zapraw murarskich, betonów itp., produkcję wyrobów ceramicznych ogniotrwałych, takich jak: elementy termoizolacyjne z ziemi okrzemkowej, bloki, cegły i pustaki ogniotrwałe, retorty, tygle, dysze, rury itp., produkcję wyrobów ogniotrwałych zawierających magnezyt, dolomit lub chromit.;409;Produkcja wyrobów ogniotrwałych
